Time,RAM,,Time,RAM,AVG: 0.261943534181408,Smallest,CPU
36:00.9,75.50919165,,05:45.0,0.297053321,0.261943534,,32.72914173
36:01.9,75.48768941,,05:46.0,0.275551085,0.261943534,,36.18244774
36:02.9,75.49035481,,05:47.0,0.278216484,0.261943534,,31.76101728
36:03.9,75.3720029,,05:48.0,0.15986457,0.261943534,,35.65633545
36:04.9,75.35595081,,05:49.0,0.14381248,0.261943534,,32.22926199
36:05.9,75.36321105,,05:50.0,0.151072722,0.261943534,,31.99559417
36:06.9,75.3675274,,05:51.0,0.155389076,0.261943534,,34.76157603
36:07.9,75.36291268,,05:52.0,0.150774349,0.261943534,,31.53444744
36:08.9,75.36148051,,05:53.0,0.149342185,0.261943534,,33.90383362
36:09.9,75.51629277,,05:54.0,0.304154446,0.261943534,,44.9456291
36:10.9,75.50823688,,05:55.0,0.296098553,0.261943534,,30.56727695
36:11.9,75.50845569,,05:56.0,0.296317367,0.261943534,,32.67009442
36:12.9,75.49809242,,05:57.0,0.285954098,0.261943534,,32.14804673
36:13.9,75.49037469,,05:58.0,0.278236368,0.261943534,,35.77581853
36:14.9,75.47861908,,05:59.0,0.266480749,0.261943534,,32.07229399
36:15.9,75.47491933,,06:00.0,0.262781,0.261943534,,32.80481194
36:16.9,75.48391011,,06:01.0,0.271771778,0.261943534,,33.22425945
36:17.9,75.47366619,,06:02.0,0.261527859,0.261943534,,33.93008944
36:18.9,75.46294489,,06:03.0,0.250806566,0.261943534,,32.93745921
36:19.9,75.36428517,,06:04.0,0.15214684,0.261943534,,43.48516434
36:20.9,75.36414593,,06:05.0,0.152007607,0.261943534,,29.5250341
36:21.9,75.3468208,,06:06.0,0.134682469,0.261943534,,27.5645949
36:22.9,75.35069957,,06:07.0,0.138561241,0.261943534,,26.57979812
36:23.9,75.3504012,,06:08.0,0.138262869,0.261943534,,26.98888464
36:24.9,75.35032164,,06:09.0,0.138183311,0.261943534,,29.6472056
36:25.9,75.3483524,,06:10.0,0.136214076,0.261943534,,25.93413471
36:26.9,75.34341942,,06:11.0,0.131281093,0.261943534,,26.56210234
36:27.9,75.3454881,,06:12.0,0.13334977,0.261943534,,26.66166481
36:28.9,75.35209194,,06:13.0,0.139953615,0.261943534,,29.65336366
36:29.9,75.34117174,,06:14.0,0.129033416,0.261943534,,26.54625843
36:30.9,75.33952076,,06:15.0,0.127382437,0.261943534,,26.54810004
36:31.9,75.34914805,,06:16.0,0.137009728,0.261943534,,26.86142138
36:32.9,75.64918505,,06:17.0,0.437046727,0.261943534,,42.82673641
36:33.9,75.33516462,,06:18.0,0.123026292,0.261943534,,44.96261489
36:34.9,75.34009762,,06:19.0,0.127959298,0.261943534,,29.66266378
36:35.9,75.34642298,,06:20.0,0.134284655,0.261943534,,26.5096904
36:36.9,75.3419276,,06:21.0,0.129789277,0.261943534,,26.48972496
36:37.9,75.33484636,,06:22.0,0.122708036,0.261943534,,26.07836401
36:38.9,75.33466734,,06:23.0,0.122529012,0.261943534,,26.17866907
36:39.9,75.34152977,,06:24.0,0.129391439,0.261943534,,29.36268886
36:40.9,75.34005783,,06:25.0,0.127919507,0.261943534,,26.3897748
36:41.9,75.34202705,,06:26.0,0.129888719,0.261943534,,26.29460398
36:42.9,75.33904339,,06:27.0,0.126905064,0.261943534,,26.5215368
36:43.9,75.35030173,,06:28.0,0.138163404,0.261943534,,30.33046495
36:44.9,75.35063989,,06:29.0,0.138501567,0.261943534,,27.28760179
36:45.9,75.35491646,,06:30.0,0.14277813,0.261943534,,26.42767525
36:46.9,75.35618951,,06:31.0,0.144051178,0.261943534,,26.82329931
36:47.9,75.35135596,,06:32.0,0.139217638,0.261943534,,29.25013851
36:48.9,75.33950088,,06:33.0,0.127362553,0.261943534,,27.62320468
36:49.9,75.34564721,,06:34.0,0.133508886,0.261943534,,26.82632245
36:50.9,75.34574668,,06:35.0,0.133608351,0.261943534,,27.73561552
36:51.9,75.33884448,,06:36.0,0.126706157,0.261943534,,27.75553709
36:52.9,75.3432404,,06:37.0,0.131102069,0.261943534,,26.31316078
36:53.9,75.3477358,,06:38.0,0.13559747,0.261943534,,26.3494631
36:54.9,75.33784992,,06:39.0,0.125711598,0.261943534,,26.51773896
36:55.9,75.34833252,,06:40.0,0.136194192,0.261943534,,34.66109284
36:56.9,75.34576656,,06:41.0,0.133628235,0.261943534,,32.1663766
36:57.9,75.36076444,,06:42.0,0.148626114,0.261943534,,34.98295055
36:58.9,75.3524102,,06:43.0,0.140271871,0.261943534,,32.10248498
36:59.9,75.36973531,,06:44.0,0.157596986,0.261943534,,34.30961608
37:00.9,75.3670898,,06:45.0,0.154951471,0.261943534,,32.08182324
37:01.9,75.36541896,,06:46.0,0.153280632,0.261943534,,31.55924998
37:02.9,75.35414071,,06:47.0,0.142002385,0.261943534,,34.30925705
37:03.9,75.35014261,,06:48.0,0.138004287,0.261943534,,31.44541564
37:04.9,75.34924752,,06:49.0,0.137109193,0.261943534,,33.761742
37:05.9,75.34694014,,06:50.0,0.134801818,0.261943534,,32.04397061
37:06.9,75.34600526,,06:51.0,0.133866933,0.261943534,,34.07459613
37:07.9,75.35276822,,06:52.0,0.140629895,0.261943534,,32.60114207
37:08.9,75.35380257,,06:53.0,0.141664245,0.261943534,,31.52650921
37:09.9,75.33938153,,06:54.0,0.127243204,0.261943534,,34.63755366
37:10.9,75.34998347,,06:55.0,0.137845147,0.261943534,,32.15930002
37:11.9,75.34984424,,06:56.0,0.137705915,0.261943534,,31.8171923
37:12.9,75.34672135,,06:57.0,0.134583027,0.261943534,,34.90025232
37:13.9,75.33997828,,06:58.0,0.127839949,0.261943534,,31.692011
37:14.9,75.32987361,,06:59.0,0.117735285,0.261943534,,34.49962167
37:15.9,75.33594039,,07:00.0,0.12380206,0.261943534,,31.75106383
37:16.9,75.33160413,,07:01.0,0.119465799,0.261943534,,31.38582578
37:17.9,75.3227327,,07:02.0,0.110594369,0.261943534,,34.53765911
37:18.9,75.32661147,,07:03.0,0.114473142,0.261943534,,31.40944176
37:19.9,75.33062945,,07:04.0,0.118491123,0.261943534,,33.34662643
37:20.9,75.43875735,,07:05.0,0.226619025,0.261943534,,49.72480184
37:21.9,75.43279002,,07:06.0,0.220651692,0.261943534,,31.89225024
37:22.9,75.44546064,,07:07.0,0.233322312,0.261943534,,44.39004358
37:23.9,75.43042299,,07:08.0,0.218284666,0.261943534,,36.40904608
37:24.9,75.43810096,,07:09.0,0.225962629,0.261943534,,33.62797505
37:25.9,75.43967235,,07:10.0,0.227534026,0.261943534,,32.05539342
37:26.9,75.44935929,,07:11.0,0.237220968,0.261943534,,32.75813658
37:27.9,75.44247698,,07:12.0,0.230338657,0.261943534,,33.00192474
37:28.9,75.43398349,,07:13.0,0.221845158,0.261943534,,36.29431532
37:29.9,75.43382437,,07:14.0,0.221686042,0.261943534,,31.61675739
37:30.9,75.3434393,,07:15.0,0.131300977,0.261943534,,39.00667985
37:31.9,75.4627261,,07:16.0,0.250587775,0.261943534,,31.18648649
37:32.9,75.70096151,,07:17.0,0.488823187,0.261943534,,48.95134757
37:33.9,75.33158424,,07:18.0,0.119445915,0.261943534,,38.12738907
37:34.9,75.33711395,,07:19.0,0.12497562,0.261943534,,26.72050069
37:35.9,75.33315564,,07:20.0,0.121017313,0.261943534,,26.47338947
37:36.9,75.33510494,,07:21.0,0.122966617,0.261943534,,25.74418867
37:37.9,75.34089325,,07:22.0,0.128754927,0.261943534,,28.791577
37:38.9,75.34425484,,07:23.0,0.132116512,0.261943534,,26.20755254
37:39.9,75.33393138,,07:24.0,0.121793058,0.261943534,,26.53560218
37:40.9,75.3356619,,07:25.0,0.123523572,0.261943534,,26.05105063
37:41.9,75.34013739,,07:26.0,0.127999065,0.261943534,,25.92529763
37:42.9,75.34015728,,07:27.0,0.128018949,0.261943534,,26.40540151
37:43.9,75.34644287,,07:28.0,0.134304538,0.261943534,,29.49532881
37:44.9,75.34771589,,07:29.0,0.135577563,0.261943534,,26.87879102
37:45.9,75.34445377,,07:30.0,0.132315443,0.261943534,,31.06048184
37:46.9,75.34739763,,07:31.0,0.135259307,0.261943534,,27.35993785
37:47.9,75.33580113,,07:32.0,0.123662804,0.261943534,,29.02791501
37:48.9,75.33305617,,07:33.0,0.120917847,0.261943534,,25.20971333
37:49.9,75.33293683,,07:34.0,0.120798498,0.261943534,,25.9687184
37:50.9,75.33619897,,07:35.0,0.124060642,0.261943534,,26.23077569
37:51.9,75.33643767,,07:36.0,0.12429934,0.261943534,,26.51936765
37:52.9,75.32730766,,07:37.0,0.115169329,0.261943534,,28.67580045
37:53.9,75.33675592,,07:38.0,0.124617596,0.261943534,,27.07176656
37:54.9,75.33158424,,07:39.0,0.119445915,0.261943534,,26.29793175
37:55.9,75.33076871,,07:40.0,0.118630379,0.261943534,,26.50449749
37:56.9,75.33552267,,07:41.0,0.123384339,0.261943534,,26.56462648
37:57.9,75.32601472,,07:42.0,0.113876397,0.261943534,,25.96016917
37:58.9,75.33488615,,07:43.0,0.122747826,0.261943534,,28.97345074
37:59.9,75.33104717,,07:44.0,0.118908845,0.261943534,,26.5417194
38:00.9,75.33689516,,07:45.0,0.124756829,0.261943534,,25.90240431
38:01.9,75.3345679,,07:46.0,0.12242957,0.261943534,,26.17251834
38:02.9,75.32788449,,07:47.0,0.115746167,0.261943534,,26.83672165
38:03.9,75.32772535,,07:48.0,0.115587027,0.261943534,,28.37522
38:04.9,75.33546299,,07:49.0,0.123324664,0.261943534,,26.51428355
38:05.9,75.33840688,,07:50.0,0.126268552,0.261943534,,32.40588991
38:06.9,75.3434393,,07:51.0,0.131300977,0.261943534,,34.71320334
38:07.9,75.33422976,,07:52.0,0.12209143,0.261943534,,31.26156297
38:08.9,75.34290226,,07:53.0,0.130763929,0.261943534,,30.145074
38:09.9,75.3432404,,07:54.0,0.131102069,0.261943534,,34.9140686
38:10.9,75.3432404,,07:55.0,0.131102069,0.261943534,,31.19226134
38:11.9,75.32657168,,07:56.0,0.114433351,0.261943534,,34.17013495
38:12.9,75.33594039,,07:57.0,0.12380206,0.261943534,,31.72682951
38:13.9,75.33235999,,07:58.0,0.120221661,0.261943534,,32.82578165
38:14.9,75.33781013,,07:59.0,0.125671807,0.261943534,,34.55604326
38:15.9,75.34063467,,08:00.0,0.128496345,0.261943534,,31.98953311
38:16.9,75.33430932,,08:01.0,0.122170988,0.261943534,,34.54078311
38:17.9,75.3387649,,08:02.0,0.126626575,0.261943534,,30.79842842
38:18.9,75.33665646,,08:03.0,0.124518131,0.261943534,,34.25638791
38:19.9,75.33474692,,08:04.0,0.122608594,0.261943534,,31.90114523
38:20.9,75.33944121,,08:05.0,0.127302879,0.261943534,,31.80392322
38:21.9,75.34558756,,08:06.0,0.133449235,0.261943534,,36.91092005
38:22.9,75.34727828,,08:07.0,0.135139958,0.261943534,,32.11304281
38:23.9,75.34043576,,08:08.0,0.128297438,0.261943534,,31.92861823
38:24.9,75.3470197,,08:09.0,0.134881376,0.261943534,,35.1851251
38:25.9,75.34626384,,08:10.0,0.134125515,0.261943534,,31.9564223
38:26.9,75.33918262,,08:11.0,0.127044297,0.261943534,,34.97301134
38:27.9,75.33655699,,08:12.0,0.124418666,0.261943534,,31.56851519
38:28.9,75.33673602,,08:13.0,0.124597689,0.261943534,,34.87113326
38:29.9,75.34867066,,08:14.0,0.136532332,0.261943534,,31.71450293
38:30.9,75.34109216,,08:15.0,0.128953834,0.261943534,,31.95496342
38:31.9,75.39247083,,08:16.0,0.180332502,0.261943534,,41.26268957
38:32.9,75.70507898,,08:17.0,0.492940657,0.261943534,,59.96534243
38:33.9,75.40526078,,08:18.0,0.193122448,0.261943534,,51.31837784
38:34.9,75.40030791,,08:19.0,0.188169582,0.261943534,,32.95524727
38:35.9,75.42340145,,08:20.0,0.211263122,0.261943534,,35.79633317
38:36.9,75.42682271,,08:21.0,0.214684382,0.261943534,,33.65535411
38:37.9,75.42879192,,08:22.0,0.216653594,0.261943534,,32.82261454
38:38.9,75.42290417,,08:23.0,0.210765842,0.261943534,,30.92218601
38:39.9,75.42493306,,08:24.0,0.212794729,0.261943534,,31.77038898
38:40.9,75.42067638,,08:25.0,0.208538049,0.261943534,,32.25987074
38:41.9,75.43581346,,08:26.0,0.223675137,0.261943534,,33.18414419
38:42.9,75.32330953,,08:27.0,0.111171207,0.261943534,,38.06556868
38:43.9,75.3325191,,08:28.0,0.120380777,0.261943534,,26.77297176
38:44.9,75.33385183,,08:29.0,0.1217135,0.261943534,,25.76873411
38:45.9,75.33635809,,08:30.0,0.124219758,0.261943534,,26.03225709
38:46.9,75.33784992,,08:31.0,0.125711598,0.261943534,,29.42272938
38:47.9,75.33359322,,08:32.0,0.121454895,0.261943534,,26.15094878
38:48.9,75.32509975,,08:33.0,0.112961419,0.261943534,,25.77344962
38:49.9,75.32521909,,08:34.0,0.113080768,0.261943534,,26.09210063
38:50.9,75.33214117,,08:35.0,0.120002846,0.261943534,,26.43702605
38:51.9,75.32241444,,08:36.0,0.110276113,0.261943534,,28.22772627
38:52.9,75.33359322,,08:37.0,0.121454895,0.261943534,,26.33449413
38:53.9,75.3276657,,08:38.0,0.115527376,0.261943534,,26.55946917
38:54.9,75.32575614,,08:39.0,0.113617815,0.261943534,,26.33193393
38:55.9,75.3240654,,08:40.0,0.111927069,0.261943534,,23.45708684
38:56.9,75.32647224,,08:41.0,0.114333909,0.261943534,,29.2019548
38:57.9,75.32187739,,08:42.0,0.109739066,0.261943534,,26.27470694
38:58.9,75.33210141,,08:43.0,0.119963079,0.261943534,,26.56122187
38:59.9,75.33134554,,08:44.0,0.119207217,0.261943534,,26.53560514
39:00.9,75.33188259,,08:45.0,0.119744265,0.261943534,,26.73553592
39:01.9,75.31951034,,08:46.0,0.107372017,0.261943534,,26.65868745
39:02.9,75.31813788,,08:47.0,0.10599955,0.261943534,,29.42783544
39:03.9,75.32269293,,08:48.0,0.110554602,0.261943534,,26.4670668
39:04.9,75.32376705,,08:49.0,0.11162872,0.261943534,,26.56470809
39:05.9,75.32778503,,08:50.0,0.115646701,0.261943534,,26.22231957
39:06.9,75.32828231,,08:51.0,0.116143981,0.261943534,,29.25905479
39:07.9,75.32597496,,08:52.0,0.113836629,0.261943534,,25.92761
39:08.9,75.32820275,,08:53.0,0.116064423,0.261943534,,26.29600442
39:09.9,75.32519919,,08:54.0,0.113060861,0.261943534,,26.23231212
39:10.9,75.3251793,,08:55.0,0.113040977,0.261943534,,26.49009209
39:11.9,75.32812319,,08:56.0,0.115984865,0.261943534,,29.5103341
39:12.9,75.45240262,,08:57.0,0.240264298,0.261943534,,34.81916482
39:13.9,75.46692311,,08:58.0,0.254784781,0.261943534,,32.63014858
39:14.9,75.45061244,,08:59.0,0.238474109,0.261943534,,29.63840511
39:15.9,75.45624161,,09:00.0,0.244103279,0.261943534,,34.3256966
39:16.9,75.46602801,,09:01.0,0.253889686,0.261943534,,31.6553049
39:17.9,75.45359609,,09:02.0,0.241457764,0.261943534,,31.91418023
39:18.9,75.45274079,,09:03.0,0.240602461,0.261943534,,34.51576322
39:19.9,75.45371544,,09:04.0,0.241577113,0.261943534,,31.52561126
39:20.9,75.46193045,,09:05.0,0.249792123,0.261943534,,33.34578511
39:21.9,75.45944407,,09:06.0,0.247305748,0.261943534,,34.60856999
39:22.9,75.45534651,,09:07.0,0.243208185,0.261943534,,31.97497605
39:23.9,75.45039362,,09:08.0,0.238255295,0.261943534,,34.42692663
39:24.9,75.44973723,,09:09.0,0.237598899,0.261943534,,31.88908433
39:25.9,75.45083123,,09:10.0,0.2386929,0.261943534,,34.82768086
39:26.9,75.45970266,,09:11.0,0.24756433,0.261943534,,31.72214889
39:27.9,75.45256176,,09:12.0,0.240423437,0.261943534,,31.78492158
39:28.9,75.46300457,,09:13.0,0.250866241,0.261943534,,37.20988389
39:29.9,75.45665933,,09:14.0,0.244521,0.261943534,,30.57451103
39:30.9,75.45952363,,09:15.0,0.247385306,0.261943534,,34.12314163
39:31.9,75.55255419,,09:16.0,0.340415863,0.261943534,,35.37704934
39:32.9,75.82331153,,09:17.0,0.611173199,0.261943534,,55.47722853
39:33.9,75.49739624,,09:18.0,0.285257911,0.261943534,,53.43773678
39:34.9,75.48595888,,09:19.0,0.273820548,0.261943534,,42.77122285
39:35.9,75.4948303,,09:20.0,0.282691978,0.261943534,,41.24167566
39:36.9,75.47796266,,09:21.0,0.265824329,0.261943534,,39.38216958
39:37.9,75.34401616,,09:22.0,0.131877838,0.261943534,,42.24569456
39:38.9,75.40279428,,09:23.0,0.190655957,0.261943534,,38.86696542
39:39.9,75.57160984,,09:24.0,0.359471515,0.261943534,,56.55515396
39:40.9,75.58859684,,09:25.0,0.376458513,0.261943534,,60.19322124
39:41.9,75.58563307,,09:26.0,0.373494742,0.261943534,,55.56348664
39:42.9,75.58543416,,09:27.0,0.373295834,0.261943534,,60.3448144
39:43.9,75.4861379,,09:28.0,0.273999572,0.261943534,,62.66924825
39:44.9,75.48297522,,09:29.0,0.270836894,0.261943534,,42.00331414
39:45.9,75.48335315,,09:30.0,0.271214824,0.261943534,,40.80284195
39:46.9,75.48144361,,09:31.0,0.269305287,0.261943534,,41.81287431
39:47.9,75.48615778,,09:32.0,0.274019456,0.261943534,,39.2048229
39:48.9,75.49256272,,09:33.0,0.280424394,0.261943534,,42.38625257
39:49.9,75.49777417,,09:34.0,0.285635842,0.261943534,,41.77592482
39:50.9,75.50559136,,09:35.0,0.293453038,0.261943534,,39.93358885
39:51.9,75.49574528,,09:36.0,0.283606956,0.261943534,,40.45187272
39:52.9,75.49908698,,09:37.0,0.286948658,0.261943534,,41.822119
39:53.9,75.50006166,,09:38.0,0.287923333,0.261943534,,42.0120832
39:54.9,75.49208532,,09:39.0,0.279946998,0.261943534,,39.83031733
39:55.9,75.49126979,,09:40.0,0.279131462,0.261943534,,42.30817583
39:56.9,75.49202565,,09:41.0,0.279887323,0.261943534,,41.64375356
39:57.9,75.48945972,,09:42.0,0.27732139,0.261943534,,39.16006946
39:58.9,75.49359705,,09:43.0,0.281458721,0.261943534,,41.66499433
39:59.9,75.48321392,,09:44.0,0.271075592,0.261943534,,42.1017174
40:00.9,75.49496954,,09:45.0,0.282831211,0.261943534,,39.64893698
40:01.9,75.48180164,,09:46.0,0.269663311,0.261943534,,42.02428978
40:02.9,75.48241827,,09:47.0,0.270279939,0.261943534,,42.0230928
40:03.9,75.48317413,,09:48.0,0.271035801,0.261943534,,39.88664259
40:04.9,75.4809861,,09:49.0,0.268847775,0.261943534,,41.82505083
40:05.9,75.48476541,,09:50.0,0.272627082,0.261943534,,42.14280851
40:06.9,75.48725181,,09:51.0,0.27511348,0.261943534,,38.8565713
40:07.9,75.48591908,,09:52.0,0.273780758,0.261943534,,41.04857947
40:08.9,75.60162548,,09:53.0,0.389487157,0.261943534,,42.54441366
40:09.9,75.5966925,,09:54.0,0.384554174,0.261943534,,59.32627019
40:10.9,75.60021323,,09:55.0,0.388074899,0.261943534,,60.27303366
40:11.9,75.59470338,,09:56.0,0.382565055,0.261943534,,60.52483362
40:12.9,75.59899988,,09:57.0,0.386861549,0.261943534,,55.75094327
40:13.9,75.48381064,,09:58.0,0.271672313,0.261943534,,48.17463975
40:14.9,75.49029514,,09:59.0,0.27815681,0.261943534,,40.00752088
40:15.9,75.49063328,,10:00.0,0.27849495,0.261943534,,39.40359099
40:16.9,75.48263706,,10:01.0,0.27049873,0.261943534,,41.89682911
40:17.9,75.48438748,,10:02.0,0.272249151,0.261943534,,41.71431095
40:18.9,75.48259729,,10:03.0,0.270458963,0.261943534,,40.17235505
40:19.9,75.48162261,,10:04.0,0.269484287,0.261943534,,41.81668613
40:20.9,75.49224446,,10:05.0,0.280106138,0.261943534,,41.52435438
40:21.9,75.49518833,,10:06.0,0.283050002,0.261943534,,40.80011246
40:22.9,75.49419379,,10:07.0,0.282055466,0.261943534,,42.01316396
40:23.9,75.49737635,,10:08.0,0.285238028,0.261943534,,42.11542681
40:24.9,75.50292597,,10:09.0,0.290787639,0.261943534,,39.57248366
40:25.9,75.50161315,,10:10.0,0.289474824,0.261943534,,42.43088287
40:26.9,75.49236381,,10:11.0,0.280225487,0.261943534,,42.18533604
40:27.9,75.48643627,,10:12.0,0.274297944,0.261943534,,39.42316905
40:28.9,75.51139956,,10:13.0,0.299261231,0.261943534,,54.38779973
40:29.9,75.58979031,,10:14.0,0.377651979,0.261943534,,46.3784624
40:30.9,75.60936312,,10:15.0,0.397224794,0.261943534,,40.16525915
40:31.9,75.56432972,,10:16.0,0.35219139,0.261943534,,41.8234267
40:32.9,75.87347682,,10:17.0,0.661338493,0.261943534,,57.59950461
40:33.9,75.56560274,,10:18.0,0.353464414,0.261943534,,66.96632127
40:34.9,75.52486583,,10:19.0,0.312727504,0.261943534,,41.96846627
40:35.9,75.52281704,,10:20.0,0.31067871,0.261943534,,41.41177632
40:36.9,75.51603419,,10:21.0,0.303895865,0.261943534,,39.1985972
40:37.9,75.52731241,,10:22.0,0.315174088,0.261943534,,57.56044898
40:38.9,75.54171357,,10:23.0,0.329575245,0.261943534,,55.26418651
40:39.9,75.6149525,,10:24.0,0.402814173,0.261943534,,35.98146842
40:40.9,75.72272235,,10:25.0,0.510584028,0.261943534,,41.00806787
40:41.9,75.68530724,,10:26.0,0.473168912,0.261943534,,39.6367884
40:42.9,75.68007588,,10:27.0,0.467937556,0.261943534,,31.83667675
40:43.9,75.68216447,,10:28.0,0.47002614,0.261943534,,36.51723315
40:44.9,75.64073135,,10:29.0,0.428593019,0.261943534,,32.91664669
40:45.9,75.64355588,,10:30.0,0.431417558,0.261943534,,33.1629112
40:46.9,75.64148721,,10:31.0,0.429348881,0.261943534,,31.00663225
40:47.9,75.64745452,,10:32.0,0.43531619,0.261943534,,32.79121186
40:48.9,75.63070624,,10:33.0,0.418567914,0.261943534,,35.64526746
40:49.9,75.63273513,,10:34.0,0.4205968,0.261943534,,32.4320626
40:50.9,75.63430652,,10:35.0,0.422168197,0.261943534,,31.51783094
40:51.9,75.42724043,,10:36.0,0.215102104,0.261943534,,35.96049587
40:52.9,75.44237752,,10:37.0,0.230239192,0.261943534,,27.26961403
40:53.9,75.47487956,,10:38.0,0.262741232,0.261943534,,29.49396125
40:54.9,75.47219425,,10:39.0,0.260055927,0.261943534,,26.48340817
40:55.9,75.470782,,10:40.0,0.258643669,0.261943534,,26.48784109
40:56.9,75.46867353,,10:41.0,0.256535201,0.261943534,,26.5227549
40:57.9,75.46730104,,10:42.0,0.255162711,0.261943534,,29.11122701
40:58.9,75.47086155,,10:43.0,0.258723227,0.261943534,,26.31311779
40:59.9,75.47732614,,10:44.0,0.265187817,0.261943534,,24.52889345
41:00.9,75.4883856,,10:45.0,0.276247272,0.261943534,,27.0819208
41:01.9,75.48414878,,10:46.0,0.272010453,0.261943534,,26.06761863
41:02.9,75.49821177,,10:47.0,0.286073447,0.261943534,,29.39463859
41:03.9,75.48938014,,10:48.0,0.277241808,0.261943534,,26.23904351
41:04.9,75.47824114,,10:49.0,0.266102818,0.261943534,,26.58795384
41:05.9,75.48776897,,10:50.0,0.275630644,0.261943534,,26.56093978
41:06.9,75.48208013,,10:51.0,0.269941799,0.261943534,,28.91241319
41:07.9,75.49188642,,10:52.0,0.279748091,0.261943534,,26.22177648
41:08.9,75.4874706,,10:53.0,0.275332271,0.261943534,,26.41890692
41:09.9,75.48840548,,10:54.0,0.276267156,0.261943534,,26.45399508
41:10.9,75.48476541,,10:55.0,0.272627082,0.261943534,,25.59690946
41:11.9,75.48826625,,10:56.0,0.276127923,0.261943534,,26.6285112
41:12.9,75.49864938,,10:57.0,0.286511052,0.261943534,,29.59516748
41:13.9,75.49178695,,10:58.0,0.279648625,0.261943534,,26.70795706
41:14.9,75.37106801,,10:59.0,0.158929685,0.261943534,,26.51551514
41:15.9,75.36597591,,11:00.0,0.153837586,0.261943534,,26.33395095
41:16.9,75.36718926,,11:01.0,0.155050936,0.261943534,,28.83301666
41:17.9,75.37580209,,11:02.0,0.163663761,0.261943534,,26.38546799
41:18.9,75.37727404,,11:03.0,0.165135716,0.261943534,,25.76790988
41:19.9,75.37715469,,11:04.0,0.165016367,0.261943534,,25.9995467
41:20.9,75.37649827,,11:05.0,0.164359948,0.261943534,,26.15853855
41:21.9,75.37862663,,11:06.0,0.166488299,0.261943534,,25.96477942
41:22.9,75.37321625,,11:07.0,0.16107792,0.261943534,,31.05447015
41:23.9,75.37429036,,11:08.0,0.162152038,0.261943534,,27.2308714
41:24.9,75.38149095,,11:09.0,0.169352628,0.261943534,,26.7734624
41:25.9,75.23964769,,11:10.0,0.02750936,0.261943534,,34.13829498
41:26.9,75.25812648,,11:11.0,0.04598815,0.261943534,,32.35059734
41:27.9,75.290171,,11:12.0,0.078032678,0.261943534,,32.48230646
41:28.9,75.32619375,,11:13.0,0.11405542,0.261943534,,34.85523538
41:29.9,75.32593517,,11:14.0,0.113796839,0.261943534,,31.02372029
41:30.9,75.33202185,,11:15.0,0.119883521,0.261943534,,33.74499644
41:31.9,75.42777748,,11:16.0,0.215639151,0.261943534,,34.73415905
41:32.9,75.69209011,,11:17.0,0.47995178,0.261943534,,51.9168062
41:33.9,75.34540854,,11:18.0,0.133270212,0.261943534,,46.22895248
41:34.9,75.3483524,,11:19.0,0.136214076,0.261943534,,32.03439002
41:35.9,75.34801426,,11:20.0,0.135875936,0.261943534,,31.62681567
41:36.9,75.34676112,,11:21.0,0.134622795,0.261943534,,34.22848506
41:37.9,75.35012271,,11:22.0,0.13798438,0.261943534,,31.17334956
41:38.9,75.41896572,,11:23.0,0.206827396,0.261943534,,34.48714917
41:39.9,75.42634531,,11:24.0,0.214206986,0.261943534,,16.49125115
41:40.9,75.42153168,,11:25.0,0.209393352,0.261943534,,12.25863103
41:41.9,75.42811562,,11:26.0,0.215977291,0.261943534,,14.58099223
41:42.9,75.4290505,,11:27.0,0.216912176,0.261943534,,12.95222534
41:43.9,75.43275025,,11:28.0,0.220611924,0.261943534,,15.57973023
41:44.9,75.45415304,,11:29.0,0.242014718,0.261943534,,15.34362352
41:45.9,75.44639552,,11:30.0,0.234257197,0.261943534,,13.65344156
